conf_label;title;country;country_qid;location;location_qid;main_subject;start_time;end_time;series_label;series_short_name;WikiCFP_identifier;DBLP_identifier
The 58th annual meeting of the Association for Computational Linguistics;The 58th annual meeting of the Association for Computational Linguistics;United States of America;Q30;Hyatt Regency Seattle;Q4644481;computational linguistics;2020-07-05T00:00:00.000000;2020-07-10T00:00:00.000000;Annual Meeting of the Association for Computational Linguistics;ACL;37;conf/acl
12th International Conference on Natural Language Generation;12th International Conference on Natural Language Generation;Japan;Q17;Tokyo;Q1490;natural language generation;2019-10-29T00:00:00.000000;2019-11-01T00:00:00.000000;International Conference on Natural Language Generation;INLG;1613;conf/inlg
'The Long Black Death': New Perspectives;'The Long Black Death': New Perspectives;United Kingdom;Q145;King's Manor;Q6411006;medieval archaeology;2019-07-05T00:00:00.000000;2019-07-06T00:00:00.000000;Society for Medieval Archaeology Annual Conference;;;
'The Long Black Death': New Perspectives;'The Long Black Death': New Perspectives;United Kingdom;Q145;King's Manor;Q6411006;Black Death;2019-07-05T00:00:00.000000;2019-07-06T00:00:00.000000;Society for Medieval Archaeology Annual Conference;;;
Thirty-Fourth AAAI Conference on Artificial Intelligence;Thirty-Fourth AAAI Conference on Artificial Intelligence;United States of America;Q30;Hilton New York;Q2632341;artificial intelligence;2020-02-07T00:00:00.000000;2020-02-12T00:00:00.000000;AAAI Conference on Artificial Intelligence;AAAI;3;conf/aaai
PIDapalooza 2020;;Portugal;Q45;;;persistent identifier;2020-01-29T00:00:00.000000;2020-01-30T00:00:00.000000;PIDapalooza;;;
25th ACM SIGKDD Conference on Knowledge Discovery and Data Mining;25th ACM SIGKDD Conference on Knowledge Discovery and Data Mining;United States of America;Q30;Dena'ina Civic and Convention Center;Q5256535;data mining;2019-08-04T00:00:00.000000;2019-08-08T00:00:00.000000;Knowledge Discovery and Data Mining;KDD;1901;conf/kdd
2019 IEEE International Conference on Big Data;2019 IEEE International Conference on Big Data;United States of America;Q30;Westin Bonaventure Hotel;Q371058;big data;2019-12-09T00:00:00.000000;2019-12-12T00:00:00.000000;IEEE International Conference on Big Data;IEEE BigData;;conf/bigdataconf
2014 IEEE International Conference on Big Data;;United States of America;Q30;Washington, D.C.;Q61;;2014-10-27T00:00:00.000000;2014-10-30T00:00:00.000000;IEEE International Conference on Big Data;IEEE BigData;;conf/bigdataconf
Neuroscience 2017;Neuroscience 2017;United States of America;Q30;Washington, D.C.;Q61;neuroscience;2017-11-11T00:00:00.000000;2017-11-15T00:00:00.000000;Neuroscience;;;
Neuroscience 2019;Neuroscience 2019;United States of America;Q30;McCormick Place;Q2072805;neuroscience;2019-10-19T00:00:00.000000;2019-10-23T00:00:00.000000;Neuroscience;;;
Women, Status and Power in Medieval Society;Women, Status and Power in Medieval Society;United Kingdom;Q145;University of Lincoln;Q2738646;medieval archaeology;2017-06-30T00:00:00.000000;2017-07-01T00:00:00.000000;Society for Medieval Archaeology Annual Conference;;;
Women, Status and Power in Medieval Society;Women, Status and Power in Medieval Society;United Kingdom;Q145;University of Lincoln;Q2738646;gender archaeology;2017-06-30T00:00:00.000000;2017-07-01T00:00:00.000000;Society for Medieval Archaeology Annual Conference;;;
Grave Concerns: Death, Landscape, and Locality in Medieval Society;Grave Concerns: Death, Landscape, and Locality in Medieval Society;United Kingdom;Q145;Durham University;Q458393;mortuary archaeology;2018-07-13T00:00:00.000000;2018-07-15T00:00:00.000000;Society for Medieval Archaeology Annual Conference;;;
Grave Concerns: Death, Landscape, and Locality in Medieval Society;Grave Concerns: Death, Landscape, and Locality in Medieval Society;United Kingdom;Q145;Durham University;Q458393;medieval archaeology;2018-07-13T00:00:00.000000;2018-07-15T00:00:00.000000;Society for Medieval Archaeology Annual Conference;;;
Waiting for the End of the World: Disaster & Risk in Medieval Europe;Waiting for the End of the World: Disaster & Risk in Medieval Europe;United Kingdom;Q145;Rewley House;Q7319094;medieval archaeology;2016-12-02T00:00:00.000000;2016-12-04T00:00:00.000000;Society for Medieval Archaeology Annual Conference;;;
SEMANTiCS 2020 US;;United States of America;Q30;Austin;Q16559;Semantic Web;2020-04-21T00:00:00.000000;2020-04-23T00:00:00.000000;SEMANTiCS;;;
15th International Conference on Quantum Communication, Measurement and Computing;;Portugal;Q45;Lisbon;Q597;quantum information;2022-07-11T00:00:00.000000;2022-07-15T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
The SIGNLL Conference on Computational Natural Language Learning 2019;;;;Hong Kong;Q8646;;2019-11-03T00:00:00.000000;2019-11-04T00:00:00.000000;The SIGNLL Conference on Computational Natural Language Learning;CoNLL;;conf/conll
IEEE Southwest Symposium on Image Analysis and Interpretation 2020;IEEE Southwest Symposium on Image Analysis and Interpretation 2020;United States of America;Q30;La Fonda on the Plaza;Q22060896;image analysis;2020-03-28T00:00:00.000000;2020-04-01T00:00:00.000000;Southwest Symposium on Image Analysis and Interpretation;SSIAI;2763;conf/ssiai
12th International Symposium on Open Collaboration;12th International Symposium on Open Collaboration;Germany;Q183;Berlin;Q64;;2016-08-17T00:00:00.000000;2016-08-19T00:00:00.000000;International Symposium on Open Collaboration;OpenSym;;conf/wikis
DC-2016;;Denmark;Q35;Copenhagen;Q1748;;2016-10-13T00:00:00.000000;2016-10-16T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2001;;Japan;Q17;Tokyo;Q1490;;2001-10-22T00:00:00.000000;2001-10-26T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2017;;;;Washington, D.C.;Q61;;2017-10-26T00:00:00.000000;2017-10-29T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2018;;;;Porto;Q36433;;2018-09-10T00:00:00.000000;2018-09-13T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2015;;;;São Paulo;Q174;;2015-09-01T00:00:00.000000;2015-09-05T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2014;;;;Austin;Q16559;;2014-10-08T00:00:00.000000;2014-09-11T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2013;;;;Lisbon;Q597;;2013-09-02T00:00:00.000000;2013-09-06T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2012;;;;Kuching;Q220445;;2012-09-03T00:00:00.000000;2012-09-07T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2011;;;;The Hague;Q36600;;2011-09-21T00:00:00.000000;2011-09-23T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2010;;;;Pittsburgh;Q1342;;2010-09-20T00:00:00.000000;2010-09-22T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2009;;;;Seoul;Q8684;;;;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2008;;;;Berlin;Q64;;2008-09-22T00:00:00.000000;2008-10-26T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2007;;;;Singapore;Q334;;;;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2006;;;;Manzanillo;Q739908;;;;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2005;;;;Madrid;Q2807;;;;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2004;;;;Shanghai;Q8686;;;;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
DC-2003;;;;Seattle;Q5083;;2003-09-28T00:00:00.000000;2003-10-02T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
Language, Data and Knowledge 2017;Language, Data and Knowledge 2017;Republic of Ireland;Q27;Galway;Q129610;;2017-06-19T00:00:00.000000;2017-06-20T00:00:00.000000;Language, Data, and Knowledge;LDK;;conf/ldk
Q68293252;;Sweden;Q34;Lund;Q2167;;2021-05-18T00:00:00.000000;2021-05-21T00:00:00.000000;Q68293370;;;
Q68293591;;Finland;Q33;University of Helsinki;Q28695;lexicography;2019-06-04T00:00:00.000000;2019-06-07T00:00:00.000000;Q68293370;;;
DC-2002;;;;Florence;Q2044;;2002-10-14T00:00:00.000000;2002-10-17T00:00:00.000000;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
Lernen, Wissen, Daten, Analysen 2019;;Germany;Q183;Humboldt University of Berlin;Q152087;;2019-09-30T00:00:00.000000;2019-10-02T00:00:00.000000;Lernen, Wissen, Daten, Analysen;LWDA;;conf/lwa
4th Disease Maps Community Meeting;;Spain;Q29;Seville;Q8717;;2019-10-02T00:00:00.000000;2019-10-04T00:00:00.000000;Disease Maps Community Meeting;DMCM;;
3rd European Conference on Translational Bioinformatics;;Spain;Q29;Barcelona;Q1492;;2018-04-16T00:00:00.000000;2018-04-17T00:00:00.000000;European Conference on Translational Bioinformatics;ECTB;;
5th Swiss Text Analytics Conference & 16th Conference on Natural Language Processing;5th Swiss Text Analytics Conference & 16th Conference on Natural Language Processing;Switzerland;Q39;;;natural language processing;2020-06-23T00:00:00.000000;2020-06-25T00:00:00.000000;Conference on Natural Language Processing;KONVENS;1914;conf/konvens
DCMI 2019;;;;Seoul;Q8684;;;;International conference on Dublin Core and metadata  Applications;DCMI;;conf/dc
The What, How and Why of Open Science;The What, How and Why of Open Science;;;Jagdschloss Niederwald;Q1678363;open science;2019-10-14T00:00:00.000000;2019-10-17T00:00:00.000000;Beilstein Open Science Symposia;;;
The What, How and Why of Open Science;The What, How and Why of Open Science;;;Jagdschloss Niederwald;Q1678363;chemistry;2019-10-14T00:00:00.000000;2019-10-17T00:00:00.000000;Beilstein Open Science Symposia;;;
13th International Conference on Computational Semantics;;Sweden;Q34;University of Gothenburg;Q371522;semantics;2019-05-23T00:00:00.000000;2019-05-27T00:00:00.000000;International Conference on Computational Semantics;IWCS;;conf/iwcs
SWIB19;;Germany;Q183;Katholische Akademie Hamburg;Q44810046;linked data;2019-11-25T00:00:00.000000;2019-11-27T00:00:00.000000;Semantic Web in Libraries Conference;SWIB;;
SWIB19;;Germany;Q183;Katholische Akademie Hamburg;Q44810046;Semantic Web;2019-11-25T00:00:00.000000;2019-11-27T00:00:00.000000;Semantic Web in Libraries Conference;SWIB;;
SWIB19;;Germany;Q183;Katholische Akademie Hamburg;Q44810046;library;2019-11-25T00:00:00.000000;2019-11-27T00:00:00.000000;Semantic Web in Libraries Conference;SWIB;;
QCMC 2018;;;;Baton Rouge;Q28218;;2018-03-12T00:00:00.000000;2018-03-16T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2016;;;;National University of Singapore;Q738236;;2016-07-04T00:00:00.000000;2016-07-08T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2016;;;;Singapore;Q334;;2016-07-04T00:00:00.000000;2016-07-08T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2014;;;;Hefei;Q185684;;2014-11-02T00:00:00.000000;2014-11-06T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2012;;;;Vienna;Q1741;;2012-07-30T00:00:00.000000;2012-08-03T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2010;;;;University of Queensland;Q866012;;2010-07-19T00:00:00.000000;2010-07-23T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2010;;;;Brisbane;Q34932;;2010-07-19T00:00:00.000000;2010-07-23T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2008;;;;Calgary;Q36312;;2008-08-19T00:00:00.000000;2008-08-24T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2006;;;;Tsukuba International Congress Center;Q17215390;;2006-11-28T00:00:00.000000;2006-12-03T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2006;;;;Tsukuba;Q273863;;2006-11-28T00:00:00.000000;2006-12-03T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2000;;;;Capri;Q173292;;2000-07-03T00:00:00.000000;2000-07-08T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
7th International Conference on Quantum Communication, Measurement and Computing;;;;Glasgow;Q4093;;2004-07-25T00:00:00.000000;2004-07-29T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 2002;;;;Cambridge;Q49111;;2002-07-22T00:00:00.000000;2002-07-26T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
QCMC 1998;;;;Evanston;Q462799;;1998-08-22T00:00:00.000000;1998-08-27T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
International Workshop on Quantum Communications and Measurement 1994;;;;Nottingham;Q41262;;1994-07-11T00:00:00.000000;1994-07-16T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
3rd International Workshop on Quantum Communication and Measurement;;;;Shizuoka;Q174691;;1996-09-25T00:00:00.000000;1996-09-30T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
Quantum Aspects of Optical Communication 1990;;;;National Center for Scientific Research, France;Q280413;;1990-11-26T00:00:00.000000;1990-11-28T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
Quantum Aspects of Optical Communication 1990;;;;Paris;Q90;;1990-11-26T00:00:00.000000;1990-11-28T00:00:00.000000;International Conference on Quantum Communication, Measurement and Computing (QCMC);QCMC;;
16th International Symposium on String Processing and Information Retrieval;16th International Symposium on String Processing and Information Retrieval;;;;;;;;International Symposium on String Processing and Information Retrieval;SPIRE;;
ESWC 2019;;Slovenia;Q215;Grand Hotel Bernardin;Q12790297;Semantic Web;2019-06-02T00:00:00.000000;2019-06-06T00:00:00.000000;Extended Semantic Web Conference;ESWC;933;conf/esws
ESWC 2019;;Slovenia;Q215;Grand Hotel Bernardin;Q12790297;Semantic Web;2019-06-02T00:00:00.000000;2019-06-06T00:00:00.000000;Extended Semantic Web Conference;ESWC;932;conf/esws
40th Theoretical Archaeology Group Conference;;United Kingdom;Q145;University of Chester;Q762243;archaeological theory;2018-12-17T00:00:00.000000;2018-12-19T00:00:00.000000;Theoretical Archaeology Group;;;
10th International Conference on Complex Networks;;Spain;Q29;Tarragona;Q15088;;2019-03-18T00:00:00.000000;2019-03-21T00:00:00.000000;International Conference on Complex Networks;CompleNet;;conf/complenet
The 9th Conference on Complex Networks;;United States of America;Q30;Boston;Q100;;2018-03-05T00:00:00.000000;2018-03-08T00:00:00.000000;International Conference on Complex Networks;CompleNet;;conf/complenet
The 6th International Conference on Complex Networks and Their Applications;The 6th International Conference on Complex Networks and Their Applications;France;Q142;Lyon;Q456;;2017-11-29T00:00:00.000000;2017-12-01T00:00:00.000000;International Conference on Complex Networks and Their Applications;Complex Networks;;conf/complexnetworks
